work_order_id,appointment_id,customer_id,vehicle_id,opened_at,closed_at,status,advisor,assigned_tech,priority,odometer,symptom,cause,correction,labor_hours,labor_sale,parts_sale,shop_supplies,sublet_sale,discount,tax,total,approval_state,payment_state,invoice_number,tags,notes
WO-401267,APPT-300269,CUST-100733,VEH-201343,2024-09-22T02:38,2024-09-22T16:38,completed,Nora Walker,,urgent,132692,Pulling left,Front tires cupped,Performed PM service,12.2,1435.68,130.08,2.94,0,0,78.44,1647.14,pending,unpaid,INV-501267,"brakes, upsell, fleet",Needs comeback follow-up
WO-401268,,CUST-101654,VEH-201094,2025-10-18T11:04,2025-10-22T06:04,completed,Mia Ramirez,Leo Garcia,low,265782,Grinding brakes,Battery failed load test,Replaced hose and topped coolant,14.2,2288.64,348.92,19.75,0,35.54,131.09,2752.86,pending,paid,INV-501268,"pm, upsell",Fleet billing
WO-401269,,CUST-101691,VEH-200459,2026-01-27T19:47,2026-02-01T10:47,completed,Mason Thompson,Liam Miller,low,274190,Grinding brakes,Loose tie rod,Performed PM service,11.5,1833.1,1791.44,82.7,0,0,185.36,3892.6,not_required,partial,INV-501269,,
WO-401270,,CUST-101554,VEH-200789,2024-01-24T11:50,2024-01-28T12:50,invoiced,Ella Lee,Evelyn Allen,normal,386168,Overheating,Loose tie rod,Replaced front pads/rotors,9.0,1175.91,2220.65,54.05,0,0,172.53,3623.14,pending,paid,INV-501270,"fleet, comeback-risk, pm",
WO-401271,APPT-300091,CUST-100822,VEH-200347,2025-10-08T02:33,2025-10-12T06:33,invoiced,Nora Garcia,Evelyn Nguyen,low,396260,Oil life low,P0420 stored,Performed PM service,5.5,801.64,1837.25,90.25,759.96,0,174.46,3663.56,pending,paid,INV-501271,,Legacy WO imported from old DMS
WO-401272,,CUST-100093,VEH-202170,2025-06-10T00:40,2025-06-11T20:40,invoiced,Noah Green,,normal,419290,PM due,Pads below spec,Installed battery,9.9,1672.04,2036.8,56.44,0,0,188.26,3953.54,approved,partial,INV-501272,brakes,
WO-401273,,CUST-100654,VEH-201318,2025-11-30T23:56,2025-12-04T03:56,closed,Amelia Thomas,Kaitlyn Perez,low,159826,CEL on,Battery failed load test,,3.9,621.95,1779.64,67.88,0,0,123.47,2592.94,not_required,paid,INV-501273,"diag, brakes, fleet",Customer approved by text
WO-401274,,CUST-100414,VEH-201766,2023-11-22T00:45,2023-11-26T08:45,completed,Mia Clark,,high,246600,Overheating,Loose tie rod,,8.3,1371.34,604.29,18.9,0,0,99.73,2094.26,approved,unpaid,INV-501274,waiter,
WO-401275,,CUST-101511,VEH-200438,2025-12-06T19:11,2025-12-11T15:11,invoiced,Jade Wright,Ella Allen,normal,115382,ABS light,,Performed PM service,14.2,2307.54,2098.7,167.34,331.69,17.61,244.38,5132.04,not_required,paid,,"fleet, pm",
WO-401276,APPT-300098,CUST-100959,VEH-200340,2026-02-01T07:19,2026-02-02T15:19,closed,Emma Wright,,normal,289740,CEL on,Front tires cupped,Installed battery,7.0,862.88,1669.41,65.18,0,0,129.87,2727.34,declined,unpaid,INV-501276,"comeback-risk, fleet",Customer approved by text
WO-401277,,CUST-100751,VEH-201385,2024-01-15T08:30,2024-01-19T20:30,closed,Abigail Moore,James Robinson,low,35735,Overheating,P0420 stored,,13.9,1775.47,2171.57,103.81,403.27,0,222.71,4676.83,not_required,partial,INV-501277,"upsell, brakes, fleet",
WO-401278,APPT-300820,CUST-100771,VEH-202073,2024-04-16T17:35,2024-04-19T01:35,awaiting_approval,Ella Adams,Noah Nguyen,high,123560,Pulling left,Coolant leak at upper hose,Recommended tires,14.0,1619.87,1783.09,105.92,0,0,175.44,3684.32,approved,written_off,INV-501278,"waiter, diag",Fleet billing
WO-401279,APPT-300543,CUST-101246,VEH-200526,2025-03-25T10:05,2025-03-27T21:05,awaiting_approval,Elijah Jones,Mila Sanchez,low,123965,Pulling left,Front tires cupped,Installed battery,15.5,2857.12,1513.25,55.08,516.36,0,247.09,5188.9,approved,written_off,INV-501279,"brakes, pm",
WO-401280,,CUST-101695,VEH-202146,2024-04-07T11:46,,awaiting_approval,Mateo Smith,Oliver King,normal,130031,PM due,Pads below spec,Replaced front pads/rotors,4.9,607.04,467.84,30.04,0,0,55.25,1160.17,not_required,paid,INV-501280,diag,Legacy WO imported from old DMS
WO-401281,APPT-300886,CUST-100013,VEH-201243,2025-06-10T17:31,,awaiting_approval,Ethan Taylor,Edward Harris,urgent,402488,Overheating,,Recommended tires,3.7,482.48,2328.41,166.49,0,0,148.87,3126.25,not_required,partial,INV-501281,brakes,
WO-401282,,CUST-101424,VEH-200689,2026-01-19T05:16,2026-01-22T08:16,invoiced,James Martinez,Aiden Williams,low,206685,CEL on,P0420 stored,,6.7,1127.14,1624.73,16.8,0,0,138.43,2907.1,declined,written_off,INV-501282,"comeback-risk, upsell",
WO-401283,,CUST-100951,VEH-201159,2024-12-20T10:10,2024-12-25T03:10,invoiced,Edward Baker,Noah Garcia,low,343488,CEL on,Front tires cupped,Diagnosed wiring fault,13.0,2092.77,92.9,5.36,0,0,109.55,2300.58,not_required,unpaid,INV-501283,"comeback-risk, pm, brakes",Needs comeback follow-up
WO-401284,APPT-300475,CUST-101174,VEH-201644,2025-10-22T11:05,2025-10-26T07:05,awaiting_approval,Oliver Miller,Kaitlyn Clark,high,293101,CEL on,Loose tie rod,,5.6,856.52,1018.12,79.48,0,109.11,92.25,1937.26,not_required,paid,INV-501284,,
WO-401285,,CUST-101618,VEH-201442,2024-04-03T03:10,2024-04-03T19:10,closed,Liam Nguyen,Aiden Miller,high,23791,CEL on,Front tires cupped,Replaced front pads/rotors,2.5,288.03,670.09,43.73,0,0,50.09,1051.94,approved,paid,,,Needs comeback follow-up
WO-401286,APPT-300240,CUST-101089,VEH-202528,2025-02-21T18:49,2025-02-22T08:49,awaiting_approval,Oliver Brown,Edward Scott,high,417229,PM due,Battery failed load test,Replaced front pads/rotors,8.6,1166.04,967.25,30.58,0,0,108.19,2272.06,pending,written_off,INV-501286,waiter,
WO-401287,,CUST-101047,VEH-201630,2024-05-14T13:24,2024-05-15T21:24,closed,Hudson Torres,Amelia Sanchez,normal,339039,No crank,,Replaced hose and topped coolant,12.4,2057.09,232.12,16.22,0,7.64,114.89,2412.68,pending,written_off,,,Legacy WO imported from old DMS
WO-401288,,CUST-100877,VEH-201030,2025-04-16T04:02,2025-04-18T07:02,completed,Layla Allen,Mikayla Smith,normal,409268,PM due,Coolant leak at upper hose,Replaced hose and topped coolant,5.4,677.21,1332.32,103.17,0,0,105.63,2218.33,not_required,paid,INV-501288,,Customer approved by text
WO-401289,APPT-300400,CUST-101019,VEH-201392,2025-09-20T22:53,2025-09-25T07:53,awaiting_approval,Sophia Robinson,Aiden Rodriguez,normal,102245,ABS light,Battery failed load test,Installed battery,1.5,231.29,1807.67,109.96,0,0,107.45,2256.37,not_required,unpaid,INV-501289,,Needs comeback follow-up
WO-401290,,CUST-100560,VEH-201164,2026-02-24T12:02,2026-02-27T19:02,awaiting_approval,Leo Martin,Jade Clark,urgent,257046,Pulling left,Pads below spec,Diagnosed wiring fault,14.2,2443.73,851.6,36.48,0,99.13,161.63,3394.31,not_required,unpaid,INV-501290,"brakes, pm, diag",Legacy WO imported from old DMS
WO-401291,,CUST-100886,VEH-201005,2025-10-04T13:44,2025-10-05T01:44,invoiced,Liam Allen,Riley Lee,normal,392508,PM due,Coolant leak at upper hose,Recommended tires,13.5,2304.08,2023.48,138.54,0,37.85,221.41,4649.66,pending,partial,INV-501291,"brakes, fleet, upsell",Customer approved by text
WO-401292,APPT-300606,CUST-100659,VEH-202153,2023-12-31T16:00,,awaiting_approval,Mia Rodriguez,Evelyn Flores,normal,350252,No crank,Loose tie rod,,6.9,841.56,352.09,24.26,0,0,60.9,1278.81,declined,written_off,INV-501292,fleet,Legacy WO imported from old DMS
WO-401293,APPT-300159,CUST-100653,VEH-202022,2024-03-26T23:23,2024-03-29T12:23,closed,Logan Thomas,Liam Torres,normal,386256,Overheating,Loose tie rod,Replaced front pads/rotors,6.5,970.12,1287.14,56.22,99.61,0,120.65,2533.74,not_required,unpaid,INV-501293,,
WO-401294,,CUST-101213,VEH-200619,2024-01-05T10:49,2024-01-06T03:49,closed,Leo Perez,Riley Flores,normal,142912,PM due,Battery failed load test,Replaced hose and topped coolant,15.0,2620.15,779.34,55.15,0,125.38,166.46,3495.72,declined,unpaid,INV-501294,"waiter, comeback-risk, upsell",Needs comeback follow-up
WO-401295,APPT-300225,CUST-100154,VEH-201252,2024-03-06T17:12,2024-03-11T17:12,completed,Edward Clark,Aiden Young,urgent,90342,Oil life low,P0420 stored,Installed battery,14.6,2461.81,1344.33,47.15,332.35,0,209.28,4394.92,approved,partial,INV-501295,"diag, fleet",Customer approved by text
WO-401296,APPT-300186,CUST-101024,VEH-200686,2024-10-22T21:24,2024-10-27T06:24,invoiced,Oliver Robinson,Scarlett Hill,high,262797,ABS light,,Replaced front pads/rotors,5.0,606.46,435.84,13.17,0,0,52.77,1108.24,approved,partial,INV-501296,,Needs comeback follow-up
WO-401297,,CUST-100555,VEH-200487,2026-01-03T18:43,2026-01-06T08:43,awaiting_approval,Hudson Moore,Elijah Anderson,high,221091,Oil life low,Battery failed load test,Replaced hose and topped coolant,12.3,1596.98,1785.29,112.31,0,0,174.73,3669.31,approved,written_off,INV-501297,diag,
WO-401298,,CUST-100787,VEH-200810,2024-05-19T20:55,2024-05-21T18:55,closed,Oliver Allen,Aiden Rodriguez,urgent,240302,No crank,Coolant leak at upper hose,,1.4,163.38,2057.41,138.11,0,0,117.95,2476.85,pending,written_off,INV-501298,"comeback-risk, waiter, upsell",Legacy WO imported from old DMS
WO-401299,APPT-300225,CUST-101698,VEH-201218,2024-10-11T13:32,2024-10-15T01:32,closed,Jack Nelson,Noah Lewis,urgent,31202,ABS light,Front tires cupped,Replaced front pads/rotors,6.0,817.46,1144.91,20.01,0,0,99.12,2081.5,not_required,partial,,comeback-risk,Fleet billing
WO-401300,APPT-300490,CUST-100545,VEH-200714,2025-01-28T19:01,2025-01-30T15:01,completed,Hudson Harris,,normal,8937,Oil life low,P0420 stored,Replaced hose and topped coolant,13.0,2210.21,827.37,24.36,711.68,0,188.68,3962.3,approved,unpaid,INV-501300,"upsell, waiter, fleet",Legacy WO imported from old DMS
WO-401301,APPT-300699,CUST-101403,VEH-201478,2024-02-24T05:33,2024-02-27T00:33,completed,Finn Wilson,,urgent,70146,Pulling left,Pads below spec,Replaced front pads/rotors,0.7,101.7,557.51,10.08,0,0,33.46,702.75,pending,unpaid,INV-501301,,Fleet billing
WO-401302,APPT-300904,CUST-101012,VEH-200423,2024-07-23T10:18,2024-07-27T19:18,closed,Ella Clark,Finn Wright,urgent,386598,ABS light,P0420 stored,Replaced hose and topped coolant,1.3,193.0,475.04,29.56,0,0,34.88,732.48,approved,partial,,pm,Legacy WO imported from old DMS
WO-401303,,CUST-100957,VEH-200266,2024-03-22T14:11,2024-03-22T19:11,awaiting_approval,James Davis,Ava Martinez,normal,36517,Oil life low,Loose tie rod,Installed battery,1.9,278.62,1092.84,47.41,0,0,70.94,1489.81,declined,written_off,,"diag, pm",Customer approved by text
WO-401304,APPT-300044,CUST-100816,VEH-200713,2026-03-07T22:04,2026-03-10T20:04,completed,Mason Torres,Evelyn Baker,normal,321084,ABS light,Pads below spec,Replaced front pads/rotors,5.8,1023.63,1394.76,48.69,0,0,123.35,2590.43,approved,paid,INV-501304,,Customer approved by text
WO-401305,,CUST-101223,VEH-200695,2024-09-21T14:55,2024-09-24T21:55,invoiced,Owen Scott,Ella Hill,urgent,348554,ABS light,Coolant leak at upper hose,Replaced front pads/rotors,6.3,1043.17,1036.15,71.4,0,0,107.54,2258.26,pending,paid,INV-501305,,Needs comeback follow-up
WO-401306,APPT-300669,CUST-100390,VEH-202140,2024-12-29T22:31,2025-01-01T10:31,closed,Hudson Perez,Logan Harris,high,156867,Pulling left,P0420 stored,,1.2,198.97,1618.92,113.79,0,0,96.58,2028.26,not_required,partial,INV-501306,,Customer approved by text
WO-401307,,CUST-101516,VEH-200016,2025-01-10T18:00,2025-01-11T15:00,completed,Kaitlyn Nelson,Riley Martin,low,105949,ABS light,Coolant leak at upper hose,Recommended tires,14.4,1834.46,590.7,13.43,159.71,0,129.91,2728.21,pending,paid,INV-501307,fleet,Needs comeback follow-up
WO-401308,,CUST-100010,VEH-200250,2024-04-22T22:57,,closed,Jade Anderson,Riley Clark,normal,390647,No crank,,Recommended tires,5.5,693.59,1225.92,90.06,0,0,100.48,2110.05,declined,written_off,,"comeback-risk, diag, pm",Fleet billing
WO-401309,,CUST-100678,VEH-200765,2026-02-24T17:18,2026-02-26T13:18,invoiced,Aiden Robinson,Lucas Garcia,urgent,74437,ABS light,Loose tie rod,,5.5,850.47,1229.97,27.53,0,0,105.4,2213.37,pending,written_off,INV-501309,"upsell, fleet, comeback-risk",
WO-401310,APPT-300781,CUST-100455,VEH-200901,2025-08-01T00:39,,completed,Evelyn Davis,Leo Nguyen,low,70947,Vibration,P0420 stored,,7.6,1266.51,1482.74,104.83,0,0,142.7,2996.78,declined,written_off,INV-501310,fleet,Legacy WO imported from old DMS
WO-401311,APPT-300662,CUST-100339,VEH-202503,2026-01-17T10:35,,completed,Mikayla Brown,,urgent,156701,No crank,Front tires cupped,Installed battery,2.3,294.34,1354.8,10.12,0,0,82.96,1742.22,declined,partial,INV-501311,,Legacy WO imported from old DMS
WO-401312,,CUST-100318,VEH-200256,2024-02-15T15:28,2024-02-18T01:28,awaiting_approval,Ethan Wilson,Finn Baker,high,279782,Overheating,Pads below spec,Recommended tires,13.5,2496.24,3.4,0.09,0,0,124.99,2624.72,declined,written_off,INV-501312,"comeback-risk, diag",Legacy WO imported from old DMS
WO-401313,,CUST-100832,VEH-200732,2024-06-09T18:23,2024-06-12T10:23,invoiced,Owen Brown,Hudson Wilson,normal,291585,CEL on,P0420 stored,Diagnosed wiring fault,8.1,1328.9,1912.13,8.06,0,0,162.45,3411.54,not_required,unpaid,,"fleet, diag, brakes",Legacy WO imported from old DMS
WO-401314,APPT-300577,CUST-100284,VEH-200711,2024-02-13T23:14,2024-02-18T11:14,invoiced,Zoey Williams,Leo Ramirez,low,384543,Pulling left,Loose tie rod,,8.2,1448.47,125.33,4.99,0,0,78.94,1657.73,not_required,partial,INV-501314,brakes,Needs comeback follow-up
WO-401315,,CUST-100281,VEH-201404,2024-05-11T00:35,2024-05-12T00:35,closed,Edward Thomas,Mikayla Moore,urgent,94478,ABS light,Pads below spec,Installed battery,11.6,2050.03,46.48,2.85,0,0,104.97,2204.33,not_required,partial,INV-501315,,Fleet billing
WO-401316,,CUST-100713,VEH-200934,2025-08-25T21:53,2025-08-30T19:53,awaiting_approval,Ava Scott,,urgent,246488,Pulling left,Pads below spec,Replaced hose and topped coolant,2.2,341.13,1721.3,93.48,0,0,107.8,2263.71,approved,unpaid,INV-501316,"fleet, comeback-risk, diag",Customer approved by text
WO-401317,,CUST-101071,VEH-201272,2024-11-02T13:17,2024-11-06T03:17,invoiced,Layla Garcia,Hudson King,high,87167,Pulling left,Loose tie rod,Installed battery,11.6,1845.7,2354.68,53.2,670.85,121.63,240.14,5042.94,pending,written_off,INV-501317,diag,
WO-401318,,CUST-100676,VEH-201823,2024-10-13T09:43,2024-10-17T14:43,closed,Leo Moore,Layla Lewis,urgent,202325,Overheating,P0420 stored,,2.4,351.69,1287.77,16.0,0,113.92,77.08,1618.62,pending,written_off,INV-501318,"comeback-risk, waiter, upsell",Legacy WO imported from old DMS
WO-401319,,CUST-100388,VEH-201396,2025-11-14T23:20,2025-11-19T13:20,completed,Hudson Rodriguez,Emma Lee,urgent,177018,Oil life low,Loose tie rod,Recommended tires,4.3,707.32,1042.64,60.85,41.52,0,92.62,1944.95,approved,partial,INV-501319,,
WO-401320,,CUST-100964,VEH-200888,2024-03-23T16:07,,closed,Mia Smith,Elijah Anderson,normal,145589,Vibration,Front tires cupped,Recommended tires,0.4,64.76,552.79,40.88,0,0,32.92,691.35,not_required,paid,,"diag, upsell, fleet",
WO-401321,,CUST-101235,VEH-202549,2024-06-12T13:52,,awaiting_approval,Scarlett Adams,Nora Perez,urgent,121095,Overheating,Loose tie rod,Installed battery,0.5,66.44,2237.08,129.43,0,0,121.65,2554.6,approved,partial,INV-501321,"waiter, comeback-risk, pm",Needs comeback follow-up
WO-401322,,CUST-100641,VEH-202559,2024-10-01T15:59,2024-10-05T16:59,closed,James Ramirez,Ethan Rodriguez,urgent,238832,Pulling left,Coolant leak at upper hose,Performed PM service,11.6,1815.03,1318.32,17.31,0,31.63,155.95,3274.98,pending,unpaid,INV-501322,"comeback-risk, upsell",Fleet billing
WO-401323,,CUST-101271,VEH-201779,2025-03-24T12:42,2025-03-25T07:42,closed,Charlotte Robinson,Oliver Davis,normal,44465,Overheating,Pads below spec,Replaced hose and topped coolant,6.8,1175.7,1242.2,96.6,97.83,0,130.62,2742.95,pending,written_off,INV-501323,"diag, fleet, brakes",Needs comeback follow-up
WO-401324,,CUST-100668,VEH-202223,2024-07-12T19:10,2024-07-17T08:10,closed,Elijah Rodriguez,,urgent,87983,CEL on,Coolant leak at upper hose,Diagnosed wiring fault,15.5,2444.88,684.26,37.6,0,0,158.34,3325.08,declined,unpaid,INV-501324,"comeback-risk, diag",Needs comeback follow-up
WO-401325,,CUST-101467,VEH-200756,2024-04-12T00:26,2024-04-16T15:26,completed,Logan Flores,Jack Jones,low,74381,Grinding brakes,Loose tie rod,Diagnosed wiring fault,7.0,951.31,1455.43,94.05,0,0,125.04,2625.83,not_required,paid,INV-501325,,Legacy WO imported from old DMS
WO-401326,,CUST-101362,VEH-200961,2025-06-28T06:42,2025-06-29T00:42,completed,Nora Sanchez,Charlotte Thomas,low,195043,ABS light,,,2.6,459.51,871.96,41.85,0,0,68.67,1441.99,pending,partial,INV-501326,,Legacy WO imported from old DMS
WO-401327,,CUST-100765,VEH-201047,2025-11-26T17:31,2025-12-01T01:31,invoiced,Nora Walker,,urgent,95226,No crank,Coolant leak at upper hose,Installed battery,12.6,1632.02,1263.16,94.74,0,0,149.5,3139.42,not_required,paid,INV-501327,"brakes, comeback-risk, upsell",Legacy WO imported from old DMS
WO-401328,APPT-300407,CUST-100131,VEH-201613,2024-03-26T07:39,2024-03-31T05:39,invoiced,Lucas Garcia,Zoey Jones,urgent,389035,Overheating,P0420 stored,Recommended tires,13.4,2050.69,509.92,16.13,767.55,0,167.21,3511.5,not_required,written_off,INV-501328,,Legacy WO imported from old DMS
WO-401329,APPT-300006,CUST-100861,VEH-200610,2025-06-28T13:29,,completed,Ava Smith,Mikayla Clark,high,394620,CEL on,Loose tie rod,Recommended tires,4.4,635.74,1547.98,116.69,0,0,115.02,2415.43,pending,unpaid,INV-501329,waiter,Needs comeback follow-up
WO-401330,APPT-300292,CUST-100187,VEH-201628,2024-03-07T01:20,2024-03-10T13:20,invoiced,Charlotte Torres,Kaitlyn Miller,urgent,314772,Vibration,P0420 stored,Diagnosed wiring fault,7.6,1165.07,368.23,5.87,346.65,0,94.29,1980.11,declined,partial,INV-501330,"waiter, brakes, comeback-risk",Customer approved by text
WO-401331,,CUST-100295,VEH-201072,2025-09-03T20:53,,on_hold,Mila King,Jack Johnson,urgent,280306,Overheating,Coolant leak at upper hose,,4.4,718.67,1677.2,70.34,0,0,123.31,2589.52,not_required,partial,INV-501331,brakes,Fleet billing
WO-401332,,CUST-100561,VEH-202201,2024-07-15T15:27,2024-07-16T13:27,completed,Noah Flores,Jade Robinson,urgent,157887,Pulling left,P0420 stored,Diagnosed wiring fault,13.6,2198.77,1147.95,60.84,0,0,170.38,3577.94,declined,partial,INV-501332,"fleet, comeback-risk",Customer approved by text
WO-401333,APPT-300423,CUST-101381,VEH-201318,2024-01-25T05:16,2024-01-25T16:16,invoiced,Emma Miller,Logan Thompson,normal,245299,Grinding brakes,Pads below spec,Replaced front pads/rotors,0.9,106.21,381.85,20.04,0,0,25.41,533.51,pending,written_off,INV-501333,,Fleet billing
WO-401334,APPT-300092,CUST-101146,VEH-201515,2025-09-09T05:51,2025-09-10T09:51,closed,Owen Thompson,Evelyn Walker,urgent,51143,CEL on,Coolant leak at upper hose,Installed battery,2.0,305.72,570.15,14.75,0,0,44.53,935.15,pending,partial,INV-501334,"comeback-risk, fleet, upsell",Legacy WO imported from old DMS
WO-401335,,CUST-100701,VEH-202175,2024-12-27T19:14,2024-12-31T21:14,invoiced,Noah Lee,,low,67058,CEL on,P0420 stored,Diagnosed wiring fault,14.9,1920.46,2055.71,75.08,0,0,202.56,4253.81,declined,partial,INV-501335,,Customer approved by text
WO-401336,,CUST-100117,VEH-201419,2024-02-15T01:55,2024-02-17T18:55,invoiced,Wyatt Thompson,Avery Allen,high,24907,Oil life low,,Performed PM service,3.7,471.62,2080.27,103.51,0,0,132.77,2788.17,approved,unpaid,,"brakes, pm, diag",Fleet billing
WO-401337,,CUST-100489,VEH-201088,2024-06-22T16:30,2024-06-27T01:30,closed,Jack Martin,Finn Martinez,urgent,175130,Pulling left,,Diagnosed wiring fault,13.8,1979.69,315.48,7.68,0,0,115.14,2417.99,not_required,written_off,INV-501337,brakes,Needs comeback follow-up
WO-401338,,CUST-101541,VEH-201226,2025-07-29T16:56,2025-07-29T17:56,awaiting_approval,Jade Lee,Charlotte Jones,high,220223,Overheating,Coolant leak at upper hose,Recommended tires,9.8,1410.55,1878.14,103.6,0,0,169.61,3561.9,pending,paid,INV-501338,,
WO-401339,APPT-300109,CUST-100297,VEH-200906,2025-05-15T08:13,,on_hold,Maya Taylor,,low,338190,Grinding brakes,P0420 stored,Replaced hose and topped coolant,4.2,733.92,955.76,9.47,0,0,84.96,1784.11,pending,paid,INV-501339,"brakes, fleet",Legacy WO imported from old DMS
WO-401340,APPT-300870,CUST-100870,VEH-201350,2024-11-13T00:40,2024-11-14T10:40,closed,Mason Ramirez,Edward Nelson,normal,316918,PM due,Pads below spec,,3.3,508.56,1587.48,30.68,0,0,106.34,2233.06,not_required,partial,INV-501340,"brakes, diag, pm",Customer approved by text
