part_number,vendor_id,brand,description,category,unit_cost,sell_price,qty_on_hand,qty_reserved,reorder_point,location_bin,core_charge,taxable,active,supersedes_part_number,barcode,notes,last_received_at
HVA-56217,VEND-003,FleetGuard,Cabin air filter,HVAC,511.24,445.59,86,6,1,TIRE-CAGE,0,false,false,,,Special order only,08/23/2025
SUS-48114,VEND-009,FleetGuard,Brake pad set rear,Suspension,17.94,185.07,71,1,9,TIRE-CAGE,12.73,true,true,,,,10/29/2024
FIL-32601,VEND-009,NAPA,Alternator Economy,Filters,101.76,436.72,72,5,29,A-5-23,0,true,true,,713289946124,Negative qty from bad count,2026-01-18T13:30
ELE-38728,VEND-007,Monroe,Alternator HD,Electrical,214.14,649.17,68,6,29,,0,true,false,,200578215639,Negative qty from bad count,2026-01-09T13:30
STE-29483,VEND-009,Bosch,Spark plugs set,Steering,369.65,633.75,51,2,12,FLUID-RACK,0,false,false,OLD-8812,395782827108,,2025-08-24 13:30:28
HOS-65653,VEND-006,Monroe,Headlamp bulb,Hoses,388.84,753.98,54,6,27,FLUID-RACK,0,true,true,OLD-8675,428697501160,Core tracked externally,03/05/2025
ELE-24861,VEND-006,Monroe,Cabin air filter,Electrical,383.35,119.59,16,1,22,TIRE-CAGE,49.79,false,true,OLD-9573,776110875457,Special order only,2025-11-24
STE-36488,VEND-004,OEM,Brake pad set front,Steering,385.55,368.26,23,0,27,FLUID-RACK,85.76,false,true,,962269365183,Special order only,2025-04-18 13:30:28
TIR-16427,VEND-009,NAPA,Tie rod end,Tires,110.04,810.84,79,12,4,A-9-1,78.96,true,true,,293490635694,Legacy duplicate SKU?,2025-04-05
BRA-39182,VEND-007,Wagner,Wheel seal kit Premium,Brakes,453.3,772.92,17,2,10,B-6-10,0,false,false,,618397802590,Negative qty from bad count,2025-10-07
ELE-79923,VEND-005,Monroe,Starter,Electrical,453.69,962.81,96,3,7,A-7-22,0,true,true,,978382851345,Special order only,2025-09-11T13:30
LIG-49133,VEND-005,OEM,Spark plugs set Economy,Lighting,405.35,314.84,117,1,11,B-1-25,0,true,false,,328628846809,Special order only,2025-11-22T13:30
ELE-26691,VEND-006,Denso,Shock absorber Economy,Electrical,551.59,126.76,117,12,15,FLUID-RACK,0,true,true,,283266697399,Legacy duplicate SKU?,2025-03-20T13:30
HOS-80995,VEND-003,NAPA,Battery 94R,Hoses,35.11,856.11,14,0,14,B-4-18,0,true,false,,861986936319,Legacy duplicate SKU?,2025-10-28T13:30
ELE-26725,VEND-008,Monroe,Spark plugs set,Electrical,489.55,390.82,104,3,28,,0,false,true,,,Core tracked externally,2024-08-11
LIG-28573,VEND-003,FleetGuard,Cabin air filter,Lighting,418.46,448.26,31,13,16,A-11-12,0,false,true,,,Special order only,2025-10-26T13:30
BOD-73273,VEND-002,Motorcraft,Brake pad set rear,Body,409.59,334.33,24,14,7,A-8-35,0,false,false,,360693638344,Negative qty from bad count,2025-02-07
FLU-79074,VEND-001,ACDelco,Starter Economy,Fluids,421.9,641.38,42,12,3,TIRE-CAGE,0,true,true,,,Core tracked externally,08/09/2024
FLU-63267,VEND-005,FleetGuard,Starter,Fluids,196.69,596.86,70,15,7,TIRE-CAGE,0,false,true,,282536545469,Core tracked externally,2025-01-18
FIL-69441,VEND-007,NAPA,Brake pad set rear,Filters,639.4,818.45,53,9,0,A-10-37,0,false,true,,,Negative qty from bad count,2026-04-05T13:30
BEL-13209,VEND-002,Denso,Brake pad set rear,Belts,538.01,132.19,118,9,13,FLUID-RACK,0,false,false,,127203593556,,12/05/2024
STE-50784,VEND-005,ACDelco,Alternator,Steering,605.9,355.31,38,5,23,TIRE-CAGE,0,true,true,OLD-7297,,,2024-07-22T13:30
HVA-71822,VEND-010,Monroe,DEF fluid 9.46L,HVAC,539.61,52.68,45,15,18,B-1-10,0,true,true,,699292779089,Special order only,11/20/2025
FIL-46336,VEND-010,Denso,Serpentine belt,Filters,560.47,812.51,117,14,0,B-2-5,0,true,true,OLD-4747,193338975831,Negative qty from bad count,2024-10-21T13:30
HOS-59623,VEND-001,Moog,Battery 94R,Hoses,424.96,779.78,84,2,5,FLUID-RACK,0,true,false,,,,2025-07-16T13:30
FIL-48061,VEND-006,Moog,Tie rod end,Filters,357.53,570.22,106,9,0,,0,true,true,,,Negative qty from bad count,2026-01-24T13:30
LIG-10537,VEND-008,Denso,Headlamp bulb,Lighting,343.97,925.24,17,0,4,TIRE-CAGE,61.6,false,false,,,Negative qty from bad count,03/10/2025
BEL-93164,VEND-009,Moog,Spark plugs set,Belts,230.14,1093.64,21,2,29,FLUID-RACK,0,false,true,,404830474961,Negative qty from bad count,2024-11-02T13:30
FIL-41954,VEND-010,NAPA,Oil filter Premium,Filters,24.16,990.55,39,15,9,TIRE-CAGE,0,false,true,,,Legacy duplicate SKU?,09/05/2025
ELE-72693,VEND-006,Motorcraft,Wheel seal kit,Electrical,435.12,691.21,83,0,20,TIRE-CAGE,0,false,false,,940343668845,Legacy duplicate SKU?,09/04/2024
HVA-88580,VEND-005,NAPA,Brake pad set rear Premium,HVAC,217.92,392.17,-1,6,23,A-2-11,0,true,true,,032804132547,Core tracked externally,2025-01-26 13:30:28
BRA-17428,VEND-005,Wagner,Cabin air filter,Brakes,147.63,311.54,38,10,23,B-8-20,0,false,true,,234395323742,Legacy duplicate SKU?,2024-07-12T13:30
ENG-42664,VEND-010,NAPA,Battery 94R,Engine,583.31,22.95,7,14,26,,85.06,false,true,,678795722548,Legacy duplicate SKU?,2025-11-14
BEL-78975,VEND-002,Bosch,Wheel seal kit,Belts,594.85,867.48,8,0,7,FLUID-RACK,0,true,true,,747453978250,Special order only,2025-01-25
ELE-20691,VEND-008,Bosch,Cabin air filter,Electrical,556.42,1042.7,109,14,19,FLUID-RACK,0,true,false,,064572326210,Core tracked externally,02/13/2025
TIR-77804,VEND-001,FleetGuard,Spark plugs set,Tires,308.24,651.47,12,2,2,FLUID-RACK,0,true,true,,636507633832,Negative qty from bad count,2025-11-01
BRA-73199,VEND-009,OEM,DEF fluid 9.46L Economy,Brakes,135.29,216.54,107,15,30,B-3-25,78.95,true,true,,773235698810,Negative qty from bad count,2025-10-24T13:30
FLU-48403,VEND-006,FleetGuard,Brake pad set rear,Fluids,66.34,776.39,67,9,25,TIRE-CAGE,0,true,true,,687183196306,Special order only,2026-03-12T13:30
BEL-18162,VEND-008,Denso,Serpentine belt Premium,Belts,344.41,34.31,18,4,6,TIRE-CAGE,0,true,true,OLD-7994,,,2024-11-23T13:30
ENG-50512,VEND-002,ACDelco,Engine air filter,Engine,319.54,709.32,120,6,2,B-6-10,0,true,true,,441276638091,Special order only,2025-04-29T13:30
TIR-51371,VEND-009,Moog,Shock absorber,Tires,69.82,318.65,27,4,10,,0,false,false,,520418224620,Legacy duplicate SKU?,09/03/2025
BOD-35837,VEND-008,Moog,Cabin air filter,Body,82.94,251.53,9,7,29,B-2-8,22.98,true,false,,,Negative qty from bad count,2024-12-10T13:30
BOD-53118,VEND-007,FleetGuard,Cabin air filter,Body,40.55,420.84,29,7,16,A-10-10,0,true,true,,,Core tracked externally,2024-10-15T13:30
BEL-69116,VEND-008,Wagner,Alternator,Belts,225.62,724.95,87,11,22,A-4-40,0,true,true,,222353521850,Negative qty from bad count,02/07/2026
STE-83100,VEND-003,Motorcraft,Shock absorber,Steering,584.65,10.69,96,7,30,TIRE-CAGE,0,false,false,,461109706394,Negative qty from bad count,2024-04-23 13:30:28
STE-20944,VEND-003,FleetGuard,Tie rod end,Steering,199.51,582.3,31,0,7,B-5-7,0,true,true,,430187858585,Special order only,2024-11-19T13:30
FLU-29025,VEND-003,ACDelco,Brake pad set front,Fluids,394.52,969.3,59,13,9,,0,true,false,OLD-3011,134117028840,Negative qty from bad count,2024-08-09T13:30
HOS-60378,VEND-007,Bosch,Engine air filter,Hoses,349.27,744.96,24,3,16,B-3-7,0,true,false,,620656565991,,05/03/2024
BEL-25286,VEND-008,Denso,Radiator hose upper HD,Belts,131.37,1101.25,15,1,8,,0,false,true,,020395546050,Special order only,2024-05-07T13:30
HVA-45767,VEND-008,FleetGuard,Tie rod end,HVAC,222.32,704.51,15,11,16,TIRE-CAGE,0,false,false,,964711471947,Legacy duplicate SKU?,2024-04-21T13:30
SUS-49679,VEND-002,Moog,Tie rod end,Suspension,398.93,842.66,59,4,19,FLUID-RACK,0,true,true,,530188620165,Negative qty from bad count,2024-10-01T13:30
SUS-23352,VEND-004,OEM,Tie rod end Economy,Suspension,301.59,955.58,58,10,12,TIRE-CAGE,0,false,true,,,Core tracked externally,07/27/2025
TIR-58160,VEND-002,Wagner,Headlamp bulb,Tires,25.1,1050.26,120,8,6,A-2-8,0,true,false,,054747869171,Special order only,2025-03-25T13:30
BEL-48735,VEND-007,OEM,Battery 94R,Belts,233.78,1064.17,21,8,22,A-8-35,0,true,true,,966047758362,Legacy duplicate SKU?,2025-01-21T13:30
LIG-35950,VEND-003,Bosch,Alternator,Lighting,120.17,164.66,46,8,25,TIRE-CAGE,0,true,false,,001664782976,Special order only,2025-03-26T13:30
ENG-81850,VEND-003,Monroe,Serpentine belt HD,Engine,24.35,270.95,34,0,3,TIRE-CAGE,0,true,false,,,Core tracked externally,2025-08-08T13:30
STE-55984,VEND-003,OEM,Brake pad set rear Economy,Steering,11.51,841.26,81,12,2,,0,true,true,,046560111995,Negative qty from bad count,2025-10-04 13:30:28
ELE-50534,VEND-006,Monroe,DEF fluid 9.46L,Electrical,467.15,417.93,60,10,13,A-5-17,54.07,false,false,,,Negative qty from bad count,2025-12-18T13:30
HVA-36042,VEND-003,Wagner,Serpentine belt Premium,HVAC,462.25,938.49,104,8,8,B-5-25,0,false,false,,304075909775,Special order only,08/26/2024
ENG-22575,VEND-002,Monroe,Spark plugs set Premium,Engine,121.59,802.06,96,9,17,A-6-10,0,true,true,,,Special order only,05/17/2024
ENG-79945,VEND-001,Bosch,Tie rod end,Engine,373.35,243.04,50,3,12,A-2-31,0,false,false,,434422840075,Core tracked externally,2024-04-30T13:30
BRA-65767,VEND-001,OEM,Starter,Brakes,500.38,356.39,14,12,25,A-12-26,0,true,false,,312211620015,Legacy duplicate SKU?,2025-03-31T13:30
HOS-47093,VEND-001,Motorcraft,Radiator hose upper,Hoses,352.87,631.36,118,7,8,B-3-11,35.34,true,true,,285811023106,,01/16/2026
ELE-93152,VEND-001,ACDelco,Alternator,Electrical,585.6,1127.28,96,0,10,TIRE-CAGE,0,true,true,OLD-3058,542566667177,Special order only,02/19/2025
HOS-34764,VEND-002,Bosch,Battery 94R,Hoses,374.72,295.39,61,4,24,B-3-22,0,true,true,,,Legacy duplicate SKU?,2025-03-18T13:30
HOS-78553,VEND-005,Moog,Spark plugs set,Hoses,128.87,855.55,26,14,15,B-8-23,0,false,true,,830334582743,Special order only,2024-11-12
FIL-97861,VEND-001,Motorcraft,Serpentine belt Premium,Filters,387.53,1049.83,67,4,5,TIRE-CAGE,0,false,true,OLD-5050,122330228810,Legacy duplicate SKU?,2025-01-18T13:30
FIL-26365,VEND-009,Bosch,Tie rod end,Filters,232.89,88.77,93,5,11,FLUID-RACK,0,true,false,,,Core tracked externally,2025-09-29T13:30
FLU-52680,VEND-001,ACDelco,Shock absorber,Fluids,225.58,507.2,11,10,7,,0,true,false,,132875873282,Negative qty from bad count,2024-04-29
LIG-75198,VEND-001,Bosch,Serpentine belt,Lighting,63.4,791.79,44,11,27,A-1-8,85.85,true,true,,,Legacy duplicate SKU?,2025-02-26T13:30
FLU-65519,VEND-009,Bosch,Oil filter,Fluids,313.18,712.77,8,6,29,FLUID-RACK,0,true,true,,,,2024-11-01T13:30
FIL-27806,VEND-005,Monroe,Battery 94R,Filters,248.89,209.18,6,11,21,TIRE-CAGE,0,true,true,,,,2024-08-13 13:30:28
SUS-81495,VEND-008,NAPA,Battery 94R,Suspension,293.52,554.08,11,10,13,A-2-20,0,true,true,,,Legacy duplicate SKU?,2026-01-27T13:30
SUS-38515,VEND-002,ACDelco,Wheel seal kit,Suspension,20.75,607.19,110,8,5,FLUID-RACK,75.25,true,false,,401953793717,Legacy duplicate SKU?,2026-03-03T13:30
ELE-35505,VEND-003,NAPA,Radiator hose upper,Electrical,300.86,250.7,22,7,11,FLUID-RACK,87.58,true,true,,558323123576,,2024-05-28T13:30
HOS-91343,VEND-002,ACDelco,Serpentine belt,Hoses,369.99,318.23,110,2,29,TIRE-CAGE,0,true,false,,583566150225,Legacy duplicate SKU?,2024-06-07
BEL-45699,VEND-008,NAPA,Shock absorber,Belts,294.01,584.05,57,5,10,A-4-18,0,true,true,,452745054025,,2024-06-28T13:30
ENG-42360,VEND-009,ACDelco,Cabin air filter,Engine,417.7,335.92,39,10,1,TIRE-CAGE,0,false,false,,701883057078,Negative qty from bad count,2025-06-13T13:30
SUS-62132,VEND-003,Moog,Wheel seal kit,Suspension,510.0,643.32,30,7,18,,0,true,true,OLD-7172,022228089798,Negative qty from bad count,2025-12-19T13:30
SUS-89065,VEND-001,Denso,Brake pad set rear,Suspension,73.96,666.98,43,5,19,TIRE-CAGE,46.57,false,false,,,Special order only,2024-07-18
TIR-30020,VEND-002,FleetGuard,Brake pad set front,Tires,196.28,539.7,118,0,5,B-2-18,13.28,true,false,,624967264349,Legacy duplicate SKU?,2025-07-26T13:30
BOD-39114,VEND-002,FleetGuard,Brake pad set front,Body,342.13,443.7,90,12,13,B-6-24,0,true,false,,302603451307,Legacy duplicate SKU?,06/25/2024
LIG-82742,VEND-010,NAPA,Cabin air filter HD,Lighting,189.49,396.91,36,0,20,FLUID-RACK,85.98,true,true,,959856937720,Special order only,2025-04-17
TIR-74002,VEND-001,OEM,Shock absorber,Tires,147.81,748.66,65,5,28,TIRE-CAGE,55.55,true,true,,794424651312,Negative qty from bad count,2026-02-27 13:30:28
HOS-24405,VEND-003,OEM,Brake pad set front,Hoses,203.94,135.85,12,8,8,FLUID-RACK,0,true,true,,,,2024-09-26T13:30
FIL-79110,VEND-007,Monroe,Shock absorber,Filters,632.78,908.62,39,3,17,FLUID-RACK,0,true,true,,,,12/20/2024
BOD-54395,VEND-008,FleetGuard,Spark plugs set HD,Body,100.04,1023.91,105,12,4,,41.41,true,false,,073889974630,Negative qty from bad count,2026-03-31T13:30
HOS-46053,VEND-008,NAPA,Brake pad set front Premium,Hoses,547.95,5.89,93,10,20,TIRE-CAGE,0,false,false,,396911345088,Legacy duplicate SKU?,2024-10-21 13:30:28
BRA-65203,VEND-004,Denso,Starter,Brakes,248.07,100.86,112,0,1,,94.34,true,true,,,Negative qty from bad count,2024-06-06T13:30
BOD-11182,VEND-008,OEM,Starter,Body,446.49,587.14,57,15,5,B-6-13,0,true,false,,,Special order only,2025-12-21T13:30
LIG-24028,VEND-002,Denso,Wheel seal kit Premium,Lighting,165.67,840.68,109,12,6,TIRE-CAGE,0,true,true,,350355479318,Legacy duplicate SKU?,2024-12-01T13:30
STE-76929,VEND-006,OEM,Shock absorber,Steering,253.58,115.2,78,12,28,,0,false,true,,,Special order only,2025-09-24T13:30
ENG-28408,VEND-006,Monroe,Serpentine belt Premium,Engine,323.87,824.54,36,2,22,B-6-14,0,true,false,,066318208791,Core tracked externally,2025-10-12
FLU-99157,VEND-002,Wagner,Brake pad set front Economy,Fluids,354.49,969.17,96,8,22,FLUID-RACK,0,false,false,,386263181853,Special order only,2024-08-29 13:30:28
ELE-73648,VEND-007,NAPA,Cabin air filter,Electrical,573.49,1022.77,36,4,30,A-4-37,22.28,false,true,,044952596252,Negative qty from bad count,2025-10-20T13:30
LIG-95149,VEND-001,Moog,Radiator hose upper,Lighting,412.24,946.56,69,6,9,,0,true,false,OLD-7232,785371372437,Core tracked externally,2024-07-14T13:30
BEL-57083,VEND-005,Denso,Engine air filter,Belts,376.25,936.52,23,13,18,A-9-21,0,false,true,,754132967952,Special order only,2025-10-07T13:30
HOS-98264,VEND-001,OEM,Serpentine belt,Hoses,482.05,487.4,66,1,14,TIRE-CAGE,0,true,true,,750476071865,Legacy duplicate SKU?,2024-12-18T13:30
LIG-33490,VEND-009,Moog,Cabin air filter Premium,Lighting,364.38,87.67,42,11,21,A-4-40,0,true,false,,261048267975,Core tracked externally,2024-11-07
BOD-27343,VEND-001,NAPA,Brake pad set rear,Body,357.68,577.48,24,5,17,,80.47,true,true,,205650737767,Negative qty from bad count,12/28/2025
FIL-81398,VEND-006,Moog,Spark plugs set,Filters,33.9,972.08,19,14,6,FLUID-RACK,0,false,false,,077502138822,,2025-11-17 13:30:28
ELE-71214,VEND-009,OEM,Radiator hose upper,Electrical,283.73,127.95,103,13,14,FLUID-RACK,0,false,true,OLD-6728,,Negative qty from bad count,2025-09-20
SUS-53405,VEND-010,Bosch,Serpentine belt,Suspension,368.52,226.44,99,8,18,,0,true,false,,,Legacy duplicate SKU?,01/05/2026
ELE-98339,VEND-002,Moog,Brake pad set rear Economy,Electrical,134.28,863.12,89,11,2,B-3-17,0,true,true,,,Legacy duplicate SKU?,2024-06-07T13:30
FIL-90379,VEND-010,Moog,Cabin air filter Premium,Filters,104.36,175.17,84,3,15,A-2-16,0,false,true,OLD-5817,972180103475,Special order only,2024-11-20T13:30
LIG-78245,VEND-002,OEM,Starter,Lighting,89.76,1070.59,6,6,18,A-3-34,0,true,false,,410631651967,Special order only,2024-12-17T13:30
SUS-42063,VEND-004,Moog,Cabin air filter Premium,Suspension,431.42,781.51,-1,7,11,,52.03,false,true,OLD-2407,276816654136,Core tracked externally,2025-10-25T13:30
HOS-93950,VEND-001,Denso,Serpentine belt,Hoses,628.82,138.57,85,1,24,FLUID-RACK,10.76,true,true,,321294745498,Legacy duplicate SKU?,2024-05-31 13:30:28
FIL-41293,VEND-008,Motorcraft,Radiator hose upper,Filters,382.11,275.51,80,9,30,TIRE-CAGE,0,true,true,,601500448946,Special order only,2025-04-07T13:30
TIR-99603,VEND-006,Denso,Serpentine belt HD,Tires,276.52,261.2,61,11,17,B-8-3,0,false,true,,,Legacy duplicate SKU?,2025-05-26T13:30
SUS-57253,VEND-009,FleetGuard,Spark plugs set HD,Suspension,227.75,1013.63,52,9,17,A-9-25,0,true,true,,748711175693,Core tracked externally,2026-01-21T13:30
STE-83134,VEND-003,Wagner,Starter HD,Steering,195.74,1089.89,114,6,29,B-3-13,0,true,true,,,Legacy duplicate SKU?,2024-11-26
BOD-36377,VEND-007,ACDelco,Spark plugs set,Body,84.67,12.12,111,9,17,B-4-1,0,true,true,,,Legacy duplicate SKU?,2024-08-22
FIL-19808,VEND-005,Bosch,Radiator hose upper,Filters,203.33,80.57,111,12,1,A-11-7,0,false,true,,,,2024-08-07
BEL-18255,VEND-009,Motorcraft,Tie rod end,Belts,588.48,790.28,52,13,3,A-10-4,0,false,false,,,,2024-12-11
STE-86060,VEND-002,Moog,Serpentine belt,Steering,458.49,611.07,41,3,12,TIRE-CAGE,0,true,true,,632768287080,Core tracked externally,05/08/2025
STE-24249,VEND-001,Motorcraft,Headlamp bulb,Steering,513.07,101.76,87,3,11,,0,false,false,,748893871063,Special order only,2025-04-02T13:30
FIL-37937,VEND-002,OEM,Cabin air filter,Filters,269.18,1017.42,18,15,4,B-3-14,0,true,true,,821939787613,Negative qty from bad count,2024-07-04T13:30
HOS-46934,VEND-009,OEM,Serpentine belt Premium,Hoses,96.14,22.86,92,0,17,A-12-19,0,true,true,,636649574550,Special order only,2024-08-16
FIL-73910,VEND-003,Bosch,Shock absorber,Filters,171.76,513.89,80,8,26,B-5-5,57.2,true,true,,540945356377,,2025-10-21T13:30
BRA-89361,VEND-010,Moog,Serpentine belt,Brakes,400.93,332.88,28,12,9,,0,true,true,,565350729824,Negative qty from bad count,2025-08-19
HVA-99451,VEND-010,Motorcraft,Alternator HD,HVAC,51.22,224.91,81,6,29,B-4-6,53.33,false,true,,,Special order only,2026-01-01
TIR-41048,VEND-005,ACDelco,Tie rod end,Tires,49.59,434.6,20,11,30,A-12-39,0,false,true,,159988034970,,2026-03-15
BRA-64042,VEND-005,Motorcraft,Engine air filter Premium,Brakes,60.8,95.02,112,3,6,B-5-20,41.0,false,true,,,Legacy duplicate SKU?,2024-06-10T13:30
ELE-48423,VEND-004,Denso,Battery 94R,Electrical,440.41,1058.92,29,15,29,,0,true,false,,922571725791,,2024-05-31T13:30
HVA-44962,VEND-009,OEM,Cabin air filter,HVAC,33.21,1056.02,35,15,13,,0,true,false,,325407120872,Core tracked externally,2025-03-12T13:30
ELE-61346,VEND-003,Bosch,Radiator hose upper Economy,Electrical,250.81,598.61,51,11,13,TIRE-CAGE,0,true,false,,521193678043,Special order only,2024-12-02T13:30
HOS-97688,VEND-006,Monroe,Oil filter,Hoses,209.07,43.39,52,0,25,B-4-12,0,false,false,,632492379475,,2024-07-05
HOS-90305,VEND-007,OEM,Serpentine belt,Hoses,522.71,402.33,76,10,26,TIRE-CAGE,0,true,true,,,Core tracked externally,2024-06-24T13:30
SUS-51162,VEND-007,Denso,Starter Premium,Suspension,400.94,890.84,109,15,19,TIRE-CAGE,0,false,true,,961836108600,Negative qty from bad count,2025-05-21T13:30
SUS-65835,VEND-006,Denso,Engine air filter,Suspension,447.21,402.42,19,0,22,,0,true,true,,,Core tracked externally,2026-03-06 13:30:28
ENG-24434,VEND-003,Motorcraft,Radiator hose upper Premium,Engine,11.76,485.56,56,1,12,B-6-9,0,true,true,OLD-8169,100802330319,,2024-11-06
SUS-31953,VEND-008,Moog,Wheel seal kit,Suspension,275.38,755.48,41,6,1,TIRE-CAGE,0,false,true,,657163694116,,2025-03-16T13:30
ENG-37010,VEND-002,FleetGuard,Serpentine belt,Engine,488.48,35.78,7,5,3,FLUID-RACK,0,true,true,,007544887265,,2024-06-14T13:30
HOS-93925,VEND-007,NAPA,Radiator hose upper,Hoses,237.68,943.93,108,0,11,TIRE-CAGE,6.73,false,true,,,Negative qty from bad count,2025-04-30T13:30
STE-19576,VEND-004,Moog,Brake pad set front,Steering,313.12,1017.62,40,0,24,A-4-11,0,false,true,,,Legacy duplicate SKU?,2025-02-28T13:30
BEL-31750,VEND-009,Motorcraft,Alternator,Belts,428.32,496.57,115,14,8,FLUID-RACK,0,false,true,,795718569023,Negative qty from bad count,2024-07-01T13:30
HVA-66493,VEND-008,Bosch,Spark plugs set Economy,HVAC,87.26,1010.81,51,15,13,A-3-10,0,true,true,,354049029678,Core tracked externally,2024-10-08
FIL-74603,VEND-001,ACDelco,Shock absorber,Filters,340.33,222.35,36,0,25,TIRE-CAGE,0,false,false,,080028949508,Negative qty from bad count,04/27/2025
FLU-40766,VEND-005,Monroe,Shock absorber,Fluids,395.22,454.71,12,11,22,FLUID-RACK,0,false,false,,840796898580,Core tracked externally,2024-08-08 13:30:28
SUS-55133,VEND-006,Bosch,Wheel seal kit HD,Suspension,205.22,1055.29,94,12,10,FLUID-RACK,10.02,true,false,,236477898955,Special order only,2025-09-21
TIR-39053,VEND-008,ACDelco,Alternator,Tires,587.11,812.32,45,7,7,FLUID-RACK,0,true,false,OLD-2794,733265755482,Special order only,2025-01-19T13:30
HVA-15008,VEND-010,NAPA,Radiator hose upper,HVAC,216.28,46.47,17,2,16,TIRE-CAGE,0,false,true,,589844258338,Legacy duplicate SKU?,2024-06-09T13:30
BOD-16688,VEND-005,Bosch,Oil filter,Body,560.65,291.79,66,9,13,FLUID-RACK,26.18,true,true,,107074868028,Core tracked externally,2024-08-29 13:30:28
HOS-61786,VEND-004,Bosch,Wheel seal kit,Hoses,450.25,560.31,39,5,14,B-5-6,0,true,false,,190946484464,Core tracked externally,2025-01-18T13:30
BRA-86770,VEND-002,Wagner,Headlamp bulb Economy,Brakes,563.65,1022.18,78,3,28,,0,true,true,,992923124803,Core tracked externally,12/28/2024
BRA-51722,VEND-007,FleetGuard,DEF fluid 9.46L,Brakes,136.5,10.0,6,10,4,,0,true,true,,651863003880,Special order only,2025-05-10T13:30
FLU-82594,VEND-005,Wagner,DEF fluid 9.46L,Fluids,207.6,1144.62,-1,4,19,TIRE-CAGE,0,true,false,,110202977273,,2025-08-03T13:30
STE-40280,VEND-009,OEM,Shock absorber,Steering,188.04,49.81,36,15,7,A-4-11,0,true,true,,,Negative qty from bad count,2025-10-21 13:30:28
